service_id,vehicle_id,service_date,service_type,resolution_days,service_cost
SERV-02472,VEH-0838,2025-08-26,Inspection,9,829.95
SERV-02473,VEH-0042,2025-09-06,Inspection,4,734.17
SERV-02474,VEH-0261,2023-01-15,Inspection,25,1112.05
SERV-02475,VEH-0319,2023-02-04,Repair,19,483.34
SERV-02476,VEH-0288,2024-06-25,Routine Maintenance,15,405.58
SERV-02477,VEH-0432,2025-04-20,Inspection,23,81.69
SERV-02478,VEH-0316,2023-02-09,Inspection,28,573.78
SERV-02479,VEH-0558,2025-06-09,Repair,6,515.84
SERV-02480,VEH-0521,2024-07-09,Emergency Repair,12,532.87
SERV-02481,VEH-0057,2024-01-31,Inspection,20,1134.09
SERV-02482,VEH-0670,2023-04-22,Repair,4,981.25
SERV-02483,VEH-0714,2025-08-08,Emergency Repair,26,755.22
SERV-02484,VEH-0472,2024-07-24,Routine Maintenance,30,1484.98
SERV-02485,VEH-0707,2024-09-14,Routine Maintenance,19,683.95
SERV-02486,VEH-0038,2023-07-07,Inspection,26,831.27
SERV-02487,VEH-0678,2024-12-30,Inspection,21,147.31
SERV-02488,VEH-0359,2024-11-08,Routine Maintenance,18,1181.85
SERV-02489,VEH-0735,2025-09-19,Repair,26,794.58
SERV-02490,VEH-0922,2023-05-11,Emergency Repair,20,992.75
SERV-02491,VEH-0274,2024-04-23,Routine Maintenance,25,1041.73
SERV-02492,VEH-0140,2023-10-15,Emergency Repair,15,1339.57
SERV-02493,VEH-0438,2025-12-28,Repair,21,529.12
SERV-02494,VEH-0144,2024-02-25,Inspection,15,815.19
SERV-02495,VEH-0997,2025-05-05,Emergency Repair,29,81.15
SERV-02496,VEH-0815,2024-07-01,Routine Maintenance,20,1250.92
SERV-02497,VEH-0442,2024-02-29,Routine Maintenance,8,517.46
SERV-02498,VEH-0659,2024-12-24,Inspection,28,373.19
SERV-02499,VEH-0315,2024-07-08,Emergency Repair,21,1014.83
SERV-02500,VEH-0959,2025-07-26,Repair,7,1170.84
SERV-02501,VEH-0649,2024-01-01,Inspection,6,196.3
SERV-02502,VEH-0225,2025-11-19,Routine Maintenance,25,234.62
SERV-02503,VEH-0841,2024-09-30,Routine Maintenance,11,1312.31
SERV-02504,VEH-0153,2024-06-22,Repair,7,489.25
SERV-02505,VEH-0322,2024-12-21,Inspection,8,1407.64
SERV-02506,VEH-0671,2023-11-05,Inspection,1,249.1
SERV-02507,VEH-0785,2025-01-25,Routine Maintenance,27,1424.62
SERV-02508,VEH-0484,2022-12-12,Emergency Repair,28,1128.72
SERV-02509,VEH-0843,2025-12-09,Repair,13,121.36
SERV-02510,VEH-0772,2025-02-08,Emergency Repair,7,348.17
SERV-02511,VEH-0112,2024-12-14,Routine Maintenance,3,1455.4
SERV-02512,VEH-0289,2024-12-08,Routine Maintenance,6,1147.08
SERV-02513,VEH-0297,2024-02-10,Emergency Repair,24,927.03
SERV-02514,VEH-0578,2025-10-14,Inspection,14,326.92
SERV-02515,VEH-0490,2024-07-15,Inspection,16,420.16
SERV-02516,VEH-0519,2023-06-25,Emergency Repair,1,60.52
SERV-02517,VEH-0836,2025-01-01,Emergency Repair,28,195.1
SERV-02518,VEH-0535,2025-08-06,Inspection,27,144.69
SERV-02519,VEH-0324,2025-08-28,Inspection,8,1499.57
SERV-02520,VEH-0949,2023-06-29,Emergency Repair,29,733.47
SERV-02521,VEH-0136,2025-01-14,Inspection,2,254.07
SERV-02522,VEH-0664,2024-01-26,Repair,19,63.45
SERV-02523,VEH-0493,2025-01-31,Repair,5,1057.85
SERV-02524,VEH-0566,2022-05-22,Routine Maintenance,20,1213.45
SERV-02525,VEH-0219,2025-05-12,Inspection,20,651.57
SERV-02526,VEH-0362,2024-12-26,Emergency Repair,6,303.22
SERV-02527,VEH-0048,2025-05-22,Repair,24,1223.66
SERV-02528,VEH-0497,2024-01-21,Inspection,29,1391.18
SERV-02529,VEH-0914,2025-10-04,Repair,1,771.46
SERV-02530,VEH-0929,2024-10-27,Emergency Repair,21,591.12
SERV-02531,VEH-0696,2024-06-18,Inspection,1,1185.74
SERV-02532,VEH-0185,2024-07-31,Routine Maintenance,29,732.23
SERV-02533,VEH-0158,2025-12-13,Repair,30,641.1
SERV-02534,VEH-0168,2025-02-28,Emergency Repair,25,917.84
SERV-02535,VEH-0433,2025-10-14,Repair,6,195.17
SERV-02536,VEH-0725,2024-10-02,Repair,3,658.83
SERV-02537,VEH-0760,2022-07-08,Routine Maintenance,16,723.43
SERV-02538,VEH-0200,2024-09-29,Emergency Repair,5,1292.53
SERV-02539,VEH-0475,2025-10-13,Routine Maintenance,10,740.55
SERV-02540,VEH-0138,2025-03-01,Repair,11,1001.74
SERV-02541,VEH-0590,2024-11-01,Routine Maintenance,16,764.56
SERV-02542,VEH-0710,2025-08-13,Repair,5,368.0
SERV-02543,VEH-0092,2024-10-02,Repair,8,1005.85
SERV-02544,VEH-0296,2025-05-29,Routine Maintenance,23,635.57
SERV-02545,VEH-1000,2023-04-01,Repair,8,413.47
SERV-02546,VEH-0601,2024-10-19,Inspection,23,1462.24
SERV-02547,VEH-0917,2025-07-16,Inspection,25,1354.32
SERV-02548,VEH-0207,2024-02-23,Emergency Repair,12,1008.74
SERV-02549,VEH-0579,2023-01-31,Emergency Repair,21,119.63
SERV-02550,VEH-0001,2023-05-02,Repair,1,257.28
SERV-02551,VEH-0600,2023-03-22,Repair,6,625.31
SERV-02552,VEH-0153,2023-11-11,Emergency Repair,16,1293.64
SERV-02553,VEH-0137,2023-11-05,Emergency Repair,15,1489.41
SERV-02554,VEH-0385,2025-05-26,Inspection,18,687.8
SERV-02555,VEH-0871,2024-02-17,Inspection,11,1495.19
SERV-02556,VEH-0612,2024-08-03,Inspection,11,1220.13
SERV-02557,VEH-0713,2025-07-05,Emergency Repair,22,189.93
SERV-02558,VEH-0151,2024-12-10,Inspection,3,1183.83
SERV-02559,VEH-0856,2025-05-21,Routine Maintenance,18,233.03
SERV-02560,VEH-0678,2024-12-02,Emergency Repair,27,211.15
SERV-02561,VEH-0514,2024-10-28,Inspection,5,1316.29
SERV-02562,VEH-0724,2025-01-26,Emergency Repair,14,852.28
SERV-02563,VEH-0170,2024-11-13,Repair,13,1239.04
SERV-02564,VEH-0659,2025-06-26,Repair,5,1268.02
SERV-02565,VEH-0514,2023-11-27,Routine Maintenance,7,1113.45
SERV-02566,VEH-0770,2025-02-11,Repair,19,1296.89
SERV-02567,VEH-0877,2025-11-07,Routine Maintenance,26,823.08
SERV-02568,VEH-0414,2025-06-29,Repair,23,1423.39
SERV-02569,VEH-0459,2025-06-18,Repair,12,280.19
SERV-02570,VEH-0956,2024-08-25,Repair,27,1399.44
SERV-02571,VEH-0923,2025-09-30,Repair,18,1416.18
SERV-02572,VEH-0967,2025-06-12,Emergency Repair,28,343.18
SERV-02573,VEH-0331,2023-06-16,Emergency Repair,10,615.17
SERV-02574,VEH-0929,2025-06-20,Emergency Repair,15,516.79
SERV-02575,VEH-0752,2025-04-02,Routine Maintenance,3,414.43
SERV-02576,VEH-0434,2025-01-15,Inspection,7,1388.43
SERV-02577,VEH-0871,2025-12-31,Routine Maintenance,2,1145.0
SERV-02578,VEH-0540,2023-09-18,Repair,16,1242.54
SERV-02579,VEH-0447,2025-01-24,Emergency Repair,26,281.19
SERV-02580,VEH-0439,2025-03-15,Emergency Repair,19,330.39
SERV-02581,VEH-0543,2025-10-22,Inspection,3,378.14
SERV-02582,VEH-0369,2024-05-09,Repair,29,632.09
SERV-02583,VEH-0619,2025-10-06,Repair,7,692.9
SERV-02584,VEH-0503,2025-12-07,Inspection,25,524.83
SERV-02585,VEH-0385,2023-07-08,Inspection,17,198.79
SERV-02586,VEH-0196,2025-06-23,Emergency Repair,8,1007.61
SERV-02587,VEH-0277,2025-01-16,Routine Maintenance,18,1127.22
SERV-02588,VEH-0492,2025-06-19,Repair,3,1326.33
SERV-02589,VEH-0943,2025-04-20,Inspection,2,603.18
SERV-02590,VEH-0407,2024-09-24,Routine Maintenance,21,726.46
SERV-02591,VEH-0490,2025-12-04,Repair,29,1079.15
SERV-02592,VEH-0274,2025-02-20,Inspection,8,808.12
SERV-02593,VEH-0614,2023-08-06,Inspection,8,1310.57
SERV-02594,VEH-0591,2025-08-17,Emergency Repair,27,1067.32
SERV-02595,VEH-0379,2025-09-30,Emergency Repair,2,975.19
SERV-02596,VEH-0813,2025-11-19,Inspection,27,1099.88
SERV-02597,VEH-0423,2024-07-24,Inspection,21,786.34
SERV-02598,VEH-0482,2025-06-04,Inspection,12,170.49
SERV-02599,VEH-0723,2022-09-28,Emergency Repair,8,899.39
SERV-02600,VEH-0848,2023-12-06,Emergency Repair,22,435.34
SERV-02601,VEH-0965,2025-12-19,Emergency Repair,18,929.63
SERV-02602,VEH-0040,2025-11-10,Emergency Repair,20,802.5
SERV-02603,VEH-0202,2025-05-30,Routine Maintenance,20,206.31
SERV-02604,VEH-0107,2025-10-29,Routine Maintenance,19,187.62
SERV-02605,VEH-0663,2024-12-28,Inspection,19,1025.28
SERV-02606,VEH-0969,2025-06-25,Emergency Repair,27,620.93
SERV-02607,VEH-0037,2022-05-31,Inspection,21,1192.8
SERV-02608,VEH-0403,2025-02-22,Routine Maintenance,13,1229.08
SERV-02609,VEH-0222,2025-02-20,Routine Maintenance,7,872.05
SERV-02610,VEH-0575,2024-11-23,Inspection,4,473.8
SERV-02611,VEH-0002,2025-03-05,Routine Maintenance,24,712.1
SERV-02612,VEH-0277,2025-11-16,Inspection,12,1236.63
SERV-02613,VEH-0276,2024-07-22,Inspection,8,451.12
SERV-02614,VEH-0446,2024-06-12,Inspection,15,1063.7
SERV-02615,VEH-0840,2025-12-25,Inspection,25,1200.78
SERV-02616,VEH-0984,2023-06-02,Inspection,24,631.92
SERV-02617,VEH-0848,2024-08-22,Repair,28,774.76
SERV-02618,VEH-0486,2025-01-22,Inspection,12,943.78
SERV-02619,VEH-0289,2023-05-17,Inspection,27,493.46
SERV-02620,VEH-0554,2024-04-07,Emergency Repair,11,951.61
SERV-02621,VEH-0895,2025-09-03,Repair,25,604.91
SERV-02622,VEH-0579,2024-05-17,Emergency Repair,12,538.65
SERV-02623,VEH-0655,2025-04-14,Inspection,25,280.87
SERV-02624,VEH-0679,2023-10-04,Inspection,1,211.65
SERV-02625,VEH-0523,2024-10-20,Inspection,25,861.89
SERV-02626,VEH-0936,2023-12-04,Emergency Repair,20,1058.67
SERV-02627,VEH-0061,2024-02-16,Routine Maintenance,3,1081.92
SERV-02628,VEH-0669,2025-02-22,Inspection,5,1088.04
SERV-02629,VEH-0419,2025-08-20,Inspection,13,242.9
SERV-02630,VEH-0486,2025-06-23,Routine Maintenance,28,1436.31
SERV-02631,VEH-0545,2024-03-01,Routine Maintenance,11,1499.19
SERV-02632,VEH-0805,2025-01-13,Routine Maintenance,8,844.58
SERV-02633,VEH-0326,2023-11-23,Routine Maintenance,16,375.48
SERV-02634,VEH-0703,2023-10-19,Repair,29,377.46
SERV-02635,VEH-0112,2025-09-14,Repair,5,68.01
SERV-02636,VEH-0334,2025-03-18,Routine Maintenance,28,937.72
SERV-02637,VEH-0247,2025-10-20,Emergency Repair,14,856.67
SERV-02638,VEH-0918,2025-08-16,Repair,14,319.78
SERV-02639,VEH-0836,2025-07-22,Emergency Repair,21,884.41
SERV-02640,VEH-0155,2024-10-27,Inspection,23,1205.36
SERV-02641,VEH-0056,2025-03-09,Inspection,14,586.83
SERV-02642,VEH-0754,2025-04-12,Inspection,18,567.76
SERV-02643,VEH-0657,2025-09-21,Repair,11,1296.92
SERV-02644,VEH-0101,2025-12-27,Repair,26,830.5
SERV-02645,VEH-0165,2024-07-26,Routine Maintenance,30,1187.12
SERV-02646,VEH-0635,2025-07-02,Emergency Repair,18,504.55
SERV-02647,VEH-0494,2025-01-21,Inspection,23,1068.11
SERV-02648,VEH-0683,2025-11-01,Repair,15,440.24
SERV-02649,VEH-0245,2022-07-17,Emergency Repair,20,684.91
SERV-02650,VEH-0152,2025-06-12,Routine Maintenance,6,82.07
SERV-02651,VEH-0700,2024-10-30,Routine Maintenance,29,554.02
SERV-02652,VEH-0578,2025-12-14,Repair,3,1038.91
SERV-02653,VEH-0833,2024-01-29,Inspection,19,415.42
SERV-02654,VEH-0715,2024-06-02,Emergency Repair,14,1071.12
SERV-02655,VEH-0637,2023-05-30,Emergency Repair,7,1009.61
SERV-02656,VEH-0102,2025-05-20,Inspection,11,387.22
SERV-02657,VEH-0268,2025-09-25,Emergency Repair,5,1161.14
SERV-02658,VEH-0914,2025-08-11,Inspection,28,59.82
SERV-02659,VEH-0861,2025-09-09,Routine Maintenance,23,1143.98
SERV-02660,VEH-0356,2025-11-18,Routine Maintenance,25,1467.16
SERV-02661,VEH-0840,2025-12-03,Routine Maintenance,17,649.88
SERV-02662,VEH-0610,2023-12-29,Repair,8,1470.68
SERV-02663,VEH-0937,2025-09-25,Repair,27,312.8
SERV-02664,VEH-0230,2025-11-01,Emergency Repair,24,223.28
SERV-02665,VEH-0510,2023-12-12,Routine Maintenance,13,882.3
SERV-02666,VEH-0125,2025-11-14,Emergency Repair,26,640.98
SERV-02667,VEH-0037,2024-11-06,Repair,28,547.78
SERV-02668,VEH-0592,2024-02-23,Inspection,12,307.25
SERV-02669,VEH-0547,2025-06-01,Inspection,16,181.57
SERV-02670,VEH-0637,2024-02-14,Emergency Repair,7,378.63
SERV-02671,VEH-0612,2025-11-18,Routine Maintenance,11,705.0
SERV-02672,VEH-0718,2022-12-18,Inspection,1,1324.99
SERV-02673,VEH-0330,2024-11-23,Routine Maintenance,22,591.06
SERV-02674,VEH-0097,2024-05-24,Routine Maintenance,17,68.24
SERV-02675,VEH-0237,2024-06-22,Emergency Repair,10,90.1
SERV-02676,VEH-0270,2025-09-27,Inspection,28,150.61
SERV-02677,VEH-0577,2023-11-20,Repair,21,950.26
SERV-02678,VEH-0992,2023-12-08,Repair,12,190.6
SERV-02679,VEH-0457,2023-06-22,Inspection,19,306.55
SERV-02680,VEH-0890,2024-10-08,Repair,17,265.83
SERV-02681,VEH-0234,2025-06-29,Routine Maintenance,20,106.22
SERV-02682,VEH-0282,2025-08-26,Routine Maintenance,26,1404.66
SERV-02683,VEH-0869,2025-12-31,Inspection,4,556.13
SERV-02684,VEH-0854,2023-07-05,Repair,29,194.6
SERV-02685,VEH-0454,2024-07-24,Repair,20,1384.0
SERV-02686,VEH-0896,2025-02-17,Emergency Repair,26,699.51
SERV-02687,VEH-0339,2024-01-12,Routine Maintenance,11,407.02
SERV-02688,VEH-0758,2024-10-27,Repair,27,761.61
SERV-02689,VEH-0722,2024-08-09,Routine Maintenance,12,135.01
SERV-02690,VEH-0785,2025-04-18,Routine Maintenance,28,803.77
SERV-02691,VEH-0405,2025-08-24,Inspection,30,814.64
SERV-02692,VEH-0286,2025-10-08,Emergency Repair,25,842.25
SERV-02693,VEH-0334,2025-02-24,Inspection,11,246.44
SERV-02694,VEH-0236,2024-06-30,Inspection,21,668.16
SERV-02695,VEH-0388,2024-10-30,Emergency Repair,3,761.17
SERV-02696,VEH-0112,2025-04-07,Routine Maintenance,11,863.82
SERV-02697,VEH-0734,2024-11-03,Inspection,16,1488.82
SERV-02698,VEH-0513,2024-10-30,Routine Maintenance,17,1255.32
SERV-02699,VEH-0013,2024-03-19,Routine Maintenance,10,1343.53
SERV-02700,VEH-0244,2025-11-05,Repair,21,504.8
SERV-02701,VEH-0092,2024-07-11,Routine Maintenance,2,1451.81
SERV-02702,VEH-0655,2025-03-18,Repair,12,1448.07
SERV-02703,VEH-0617,2022-11-03,Emergency Repair,24,787.14
SERV-02704,VEH-0643,2023-11-25,Inspection,22,1063.82
SERV-02705,VEH-0693,2025-03-20,Routine Maintenance,15,1427.45
SERV-02706,VEH-0044,2025-02-27,Inspection,3,1085.35
SERV-02707,VEH-0016,2025-10-09,Repair,19,978.61
SERV-02708,VEH-0239,2023-08-11,Routine Maintenance,30,603.16
SERV-02709,VEH-0267,2023-05-19,Inspection,1,1361.37
SERV-02710,VEH-0855,2024-05-10,Repair,13,1248.53
SERV-02711,VEH-0573,2024-05-12,Emergency Repair,2,276.1
SERV-02712,VEH-0747,2024-03-15,Inspection,29,1387.16
SERV-02713,VEH-0348,2024-10-16,Repair,29,997.34
SERV-02714,VEH-0213,2023-10-26,Emergency Repair,23,64.83
SERV-02715,VEH-0490,2025-06-11,Emergency Repair,9,1271.82
SERV-02716,VEH-0756,2024-05-09,Emergency Repair,9,920.19
SERV-02717,VEH-0431,2025-02-27,Routine Maintenance,23,1162.33
SERV-02718,VEH-0880,2023-07-29,Repair,3,974.52
SERV-02719,VEH-0406,2023-10-30,Repair,29,1197.23
SERV-02720,VEH-0401,2023-04-06,Repair,18,524.7
SERV-02721,VEH-0981,2024-06-15,Emergency Repair,10,827.58
SERV-02722,VEH-0692,2023-09-25,Inspection,4,1153.43
SERV-02723,VEH-0071,2025-03-14,Repair,3,854.39
SERV-02724,VEH-0480,2025-09-26,Repair,5,801.43
SERV-02725,VEH-0328,2023-09-18,Emergency Repair,16,208.55
SERV-02726,VEH-0150,2025-01-04,Routine Maintenance,27,612.69
SERV-02727,VEH-0645,2024-05-04,Routine Maintenance,8,682.13
SERV-02728,VEH-0330,2025-04-30,Emergency Repair,24,257.0
SERV-02729,VEH-0311,2025-08-09,Routine Maintenance,22,1403.74
SERV-02730,VEH-0040,2025-05-01,Repair,24,510.99
SERV-02731,VEH-0545,2025-09-15,Routine Maintenance,5,544.95
SERV-02732,VEH-0661,2023-12-19,Repair,12,719.95
SERV-02733,VEH-0853,2025-07-16,Routine Maintenance,13,601.05
SERV-02734,VEH-0465,2024-08-08,Routine Maintenance,8,316.75
SERV-02735,VEH-0760,2023-03-28,Inspection,22,1095.71
SERV-02736,VEH-0925,2024-01-28,Emergency Repair,3,1272.96
SERV-02737,VEH-0946,2024-10-06,Repair,5,843.33
SERV-02738,VEH-0166,2024-11-18,Routine Maintenance,4,1042.91
SERV-02739,VEH-0708,2024-11-14,Routine Maintenance,20,1094.7
SERV-02740,VEH-0753,2024-09-27,Inspection,2,258.06
SERV-02741,VEH-0910,2025-02-08,Repair,1,602.76
SERV-02742,VEH-0881,2025-02-08,Routine Maintenance,27,611.91
SERV-02743,VEH-0257,2025-03-18,Routine Maintenance,28,375.55
SERV-02744,VEH-0370,2025-12-15,Routine Maintenance,19,841.09
SERV-02745,VEH-0882,2022-09-06,Emergency Repair,30,878.66
SERV-02746,VEH-0023,2025-01-17,Inspection,22,943.27
SERV-02747,VEH-0014,2024-12-18,Repair,22,761.32
SERV-02748,VEH-0017,2023-11-20,Inspection,21,709.73
SERV-02749,VEH-0818,2025-01-05,Emergency Repair,18,1325.19
SERV-02750,VEH-0405,2025-01-11,Repair,10,973.79
SERV-02751,VEH-0727,2023-05-09,Emergency Repair,9,1328.81
SERV-02752,VEH-0922,2024-12-05,Routine Maintenance,14,1217.9
SERV-02753,VEH-0106,2024-03-30,Routine Maintenance,15,645.04
SERV-02754,VEH-0071,2025-11-17,Repair,13,231.29
SERV-02755,VEH-0325,2024-07-14,Repair,13,660.65
SERV-02756,VEH-0382,2025-07-06,Emergency Repair,24,705.85
SERV-02757,VEH-0186,2024-07-23,Emergency Repair,12,539.81
SERV-02758,VEH-0113,2025-11-17,Emergency Repair,5,1098.8
SERV-02759,VEH-0579,2024-01-17,Repair,7,1083.26
SERV-02760,VEH-0880,2024-10-22,Repair,28,1107.49
SERV-02761,VEH-0170,2025-11-07,Inspection,29,721.9
SERV-02762,VEH-0042,2025-08-07,Inspection,21,495.0
SERV-02763,VEH-0041,2025-03-18,Repair,16,207.54
SERV-02764,VEH-0504,2025-12-10,Emergency Repair,10,1361.78
SERV-02765,VEH-0193,2025-09-26,Emergency Repair,2,339.14
SERV-02766,VEH-0089,2024-07-20,Repair,22,607.22
SERV-02767,VEH-0710,2025-04-25,Emergency Repair,6,1417.64
SERV-02768,VEH-0320,2024-01-20,Repair,13,872.72
SERV-02769,VEH-0903,2024-08-18,Inspection,24,1036.91
SERV-02770,VEH-0270,2024-08-01,Emergency Repair,19,1183.7
SERV-02771,VEH-0168,2023-04-01,Repair,14,508.91
SERV-02772,VEH-0412,2024-05-31,Repair,25,1400.32
SERV-02773,VEH-0324,2024-09-18,Routine Maintenance,22,190.74
SERV-02774,VEH-0283,2022-10-15,Routine Maintenance,1,62.57
SERV-02775,VEH-0697,2023-11-07,Inspection,28,180.42
SERV-02776,VEH-0912,2024-02-17,Repair,24,268.37
SERV-02777,VEH-0442,2024-09-15,Inspection,27,145.73
SERV-02778,VEH-0106,2025-08-03,Inspection,19,1361.55
SERV-02779,VEH-0432,2025-10-28,Emergency Repair,11,1070.22
SERV-02780,VEH-0506,2025-03-15,Inspection,4,1213.39
SERV-02781,VEH-0385,2023-10-03,Repair,6,652.02
SERV-02782,VEH-0008,2025-06-25,Emergency Repair,6,864.41
SERV-02783,VEH-0519,2025-06-26,Inspection,23,1279.59
SERV-02784,VEH-0278,2025-02-17,Routine Maintenance,22,1420.83
SERV-02785,VEH-0532,2025-09-22,Routine Maintenance,25,107.1
SERV-02786,VEH-0585,2025-10-07,Emergency Repair,16,600.09
SERV-02787,VEH-0980,2024-09-20,Routine Maintenance,19,1047.78
SERV-02788,VEH-0220,2025-09-19,Inspection,30,689.36
SERV-02789,VEH-0320,2025-08-03,Repair,15,1346.28
SERV-02790,VEH-0290,2024-11-12,Inspection,29,542.68
SERV-02791,VEH-0440,2024-02-11,Inspection,3,306.99
SERV-02792,VEH-0210,2025-08-04,Inspection,22,620.74
SERV-02793,VEH-0166,2023-12-10,Routine Maintenance,30,1196.9
SERV-02794,VEH-0547,2024-02-09,Inspection,10,1081.54
SERV-02795,VEH-0277,2025-12-15,Routine Maintenance,12,924.08
SERV-02796,VEH-0787,2025-05-23,Routine Maintenance,20,1342.02
SERV-02797,VEH-0163,2024-10-03,Repair,12,1284.32
SERV-02798,VEH-0961,2024-04-22,Inspection,17,1361.21
SERV-02799,VEH-0396,2023-01-20,Emergency Repair,11,1363.43
SERV-02800,VEH-0070,2023-07-26,Repair,23,494.62
SERV-02801,VEH-0596,2024-08-18,Emergency Repair,11,108.66
SERV-02802,VEH-0390,2025-11-29,Emergency Repair,22,166.35
SERV-02803,VEH-0110,2025-04-25,Routine Maintenance,5,1314.46
SERV-02804,VEH-0575,2025-09-26,Routine Maintenance,24,881.8
SERV-02805,VEH-0014,2024-07-20,Emergency Repair,7,1361.58
SERV-02806,VEH-0680,2024-10-13,Emergency Repair,2,1058.17
SERV-02807,VEH-0126,2024-06-27,Emergency Repair,11,581.85
SERV-02808,VEH-0053,2025-07-04,Emergency Repair,14,1075.56
SERV-02809,VEH-0126,2023-09-19,Inspection,24,429.3
SERV-02810,VEH-0767,2024-09-07,Emergency Repair,10,436.68
SERV-02811,VEH-0086,2025-06-10,Routine Maintenance,26,1016.02
SERV-02812,VEH-0671,2024-05-31,Routine Maintenance,1,1225.59
SERV-02813,VEH-0163,2025-11-05,Routine Maintenance,8,157.9
SERV-02814,VEH-0084,2024-08-06,Routine Maintenance,5,879.27
SERV-02815,VEH-0013,2024-06-27,Routine Maintenance,28,159.35
SERV-02816,VEH-0319,2022-04-27,Inspection,28,1367.92
SERV-02817,VEH-0410,2024-11-12,Repair,19,957.88
SERV-02818,VEH-0213,2024-11-14,Inspection,26,1014.16
SERV-02819,VEH-0605,2025-10-10,Routine Maintenance,2,1071.01
SERV-02820,VEH-0324,2024-05-22,Routine Maintenance,6,182.97
SERV-02821,VEH-0835,2024-05-20,Routine Maintenance,14,1197.81
SERV-02822,VEH-0202,2024-12-28,Repair,2,1089.62
SERV-02823,VEH-0581,2024-07-12,Inspection,21,817.53
SERV-02824,VEH-0744,2025-08-12,Repair,23,1482.5
SERV-02825,VEH-0382,2024-03-19,Emergency Repair,10,1110.77
SERV-02826,VEH-0475,2025-07-13,Routine Maintenance,15,318.15
SERV-02827,VEH-0632,2022-12-24,Routine Maintenance,6,1462.58
SERV-02828,VEH-0844,2024-02-22,Repair,29,835.9
SERV-02829,VEH-0202,2024-11-13,Routine Maintenance,23,1154.42
SERV-02830,VEH-0261,2023-09-06,Repair,28,516.04
SERV-02831,VEH-0440,2024-07-06,Repair,13,971.18
SERV-02832,VEH-0705,2025-04-24,Emergency Repair,17,978.86
SERV-02833,VEH-0104,2025-04-20,Emergency Repair,9,1245.48
SERV-02834,VEH-0230,2024-09-09,Routine Maintenance,21,1341.31
SERV-02835,VEH-0939,2025-10-02,Inspection,10,1143.73
SERV-02836,VEH-0779,2024-04-30,Routine Maintenance,3,766.19
SERV-02837,VEH-0794,2025-12-17,Routine Maintenance,20,1145.69
SERV-02838,VEH-0882,2024-12-24,Routine Maintenance,22,1158.43
SERV-02839,VEH-0641,2025-08-18,Routine Maintenance,24,1028.03
SERV-02840,VEH-0731,2023-11-30,Inspection,23,1037.57
SERV-02841,VEH-0986,2022-09-16,Inspection,24,1267.6
SERV-02842,VEH-0673,2024-09-26,Inspection,24,1225.9
SERV-02843,VEH-0007,2024-03-12,Emergency Repair,10,1156.95
SERV-02844,VEH-0646,2024-12-07,Repair,8,901.48
SERV-02845,VEH-0805,2022-10-17,Inspection,14,724.17
SERV-02846,VEH-0575,2025-07-05,Inspection,30,1204.56
SERV-02847,VEH-0059,2025-06-28,Emergency Repair,28,1353.68
SERV-02848,VEH-0529,2025-03-16,Repair,5,1119.9
SERV-02849,VEH-0365,2024-08-11,Emergency Repair,1,1316.37
SERV-02850,VEH-0682,2025-06-26,Emergency Repair,28,966.68
SERV-02851,VEH-0344,2025-01-26,Inspection,1,679.85
SERV-02852,VEH-0920,2024-02-08,Repair,19,1421.76
SERV-02853,VEH-0800,2024-11-29,Routine Maintenance,1,617.37
SERV-02854,VEH-0381,2023-10-25,Inspection,11,336.75
SERV-02855,VEH-0313,2025-03-24,Emergency Repair,6,490.11
SERV-02856,VEH-0719,2025-12-12,Inspection,8,325.42
SERV-02857,VEH-0644,2025-11-04,Emergency Repair,14,1423.63
SERV-02858,VEH-0451,2023-12-31,Emergency Repair,22,136.65
SERV-02859,VEH-0284,2025-12-24,Routine Maintenance,3,1431.78
SERV-02860,VEH-0310,2025-07-05,Inspection,5,390.97
SERV-02861,VEH-0560,2025-11-08,Repair,14,761.23
SERV-02862,VEH-0876,2025-04-30,Repair,11,964.17
SERV-02863,VEH-0019,2025-03-25,Emergency Repair,20,226.68
SERV-02864,VEH-0064,2024-03-15,Inspection,11,1100.9
SERV-02865,VEH-0209,2024-11-19,Inspection,19,1457.12
SERV-02866,VEH-0345,2023-01-28,Routine Maintenance,15,586.51
SERV-02867,VEH-0235,2025-03-16,Repair,11,1048.01
SERV-02868,VEH-0694,2025-04-16,Emergency Repair,26,456.77
SERV-02869,VEH-0431,2024-11-07,Inspection,23,331.85
SERV-02870,VEH-0752,2024-10-07,Inspection,26,967.39
SERV-02871,VEH-0393,2024-03-08,Repair,27,1238.5
SERV-02872,VEH-0659,2025-06-15,Emergency Repair,29,78.13
SERV-02873,VEH-0312,2025-11-20,Routine Maintenance,13,1137.78
SERV-02874,VEH-0482,2025-12-30,Inspection,3,817.39
SERV-02875,VEH-0795,2025-05-21,Inspection,3,701.75
SERV-02876,VEH-0544,2025-04-19,Inspection,23,257.47
SERV-02877,VEH-0392,2025-09-19,Routine Maintenance,16,407.55
SERV-02878,VEH-0149,2025-08-16,Routine Maintenance,11,566.44
SERV-02879,VEH-0449,2025-06-22,Emergency Repair,18,261.87
SERV-02880,VEH-0735,2024-12-28,Inspection,16,1478.66
SERV-02881,VEH-0518,2025-11-26,Repair,27,1225.56
SERV-02882,VEH-0275,2023-05-23,Routine Maintenance,10,1113.46
SERV-02883,VEH-0329,2024-07-24,Inspection,8,1196.53
